driver_id,first_completed_trip,lifetime_rating,lifetime_fares,lifetime_completed_trips
45c9-93d6,5/18/11,4.85,14959.93,1540
48be-4923,10/30/10,4.92,26186.23,2536
4dd9-3daa,11/7/09,4.81,13388.84,777
4f40-b1b9,4/28/12,4.96,713.14,67
432a-d7e9,3/31/11,4.75,44712.26,3768
44f0-3777,11/12/11,4.50,3440.81,371
4c63-b44b,5/27/11,4.74,11146.97,1213
40d7-4740,11/9/11,4.88,4285.62,477
41a2-2f0f,11/12/11,4.83,6771.81,715
4cbc-c572,4/23/10,4.71,22453.34,1653
49e7-6f3c,3/28/12,4.91,2040.21,243
4559-49cd,11/1/11,4.69,10515.11,1097
45ae-edf9,10/14/11,4.88,11232.42,1143
499a-5fdb,5/27/10,4.62,26842.19,2431
4ceb-3d59,3/26/11,4.83,36331.52,1583
4d17-f843,11/17/10,4.66,53082.14,5935
4922-ea60,9/13/11,4.70,10183.48,1243
4492-cb88,11/15/09,4.76,9153.97,957
4e49-2273,9/3/11,4.75,10105.13,1066
4cf3-c19b,3/5/12,4.78,1668.46,175
404d-248b,8/25/11,4.80,8147.71,995
4f17-246e,8/27/09,4.72,22480.22,2163
4ca1-3a5d,8/4/10,4.81,25554.49,2642
47d6-fe49,11/25/11,4.87,7998.83,931
4ef2-f222,5/21/08,4.74,45163.04,1677
4fb5-23d7,4/19/12,4.61,952.55,95
43ff-b3f9,2/11/10,4.87,18345.22,1663
457b-f176,5/28/11,4.57,39111.02,4065
4cda-4220,1/29/12,4.58,6139.51,665
4cec-15a0,5/7/11,4.87,21774.06,2607
4de1-97f5,12/3/10,4.68,6189.19,611
4563-929f,11/21/11,4.86,2102.29,170
4fac-350f,1/7/10,4.83,20806.06,2132
4413-24ae,8/11/10,4.93,2327.38,273
47a4-5d81,7/15/11,4.59,16400.26,1861
42b9-abba,11/13/08,4.69,113660.84,11439
45b5-25c7,3/15/11,4.67,39901.96,3152
49b2-fd05,8/18/10,4.81,29699.49,2478
49ba-79ef,4/10/10,4.78,20828.79,2280
4e69-05c5,10/30/11,4.85,10711.29,1028
4f41-61be,5/11/11,4.71,17184.32,1997
418d-adb4,9/7/11,4.84,17143.04,1910
4fda-bb3a,11/20/11,4.85,14455.72,1626
4165-601b,4/13/11,4.86,18116.06,1666
43aa-f93f,3/8/12,4.87,1372.92,115
42c3-6e32,9/16/11,4.85,4464.58,513
42d4-100c,12/7/11,4.86,11081.52,1298
44f9-8806,10/6/11,,7992.89,1100
421b-8256,9/7/10,4.85,137487.75,5348
43e7-6998,9/8/11,4.89,19146.01,2163
4bdf-67e2,7/18/09,4.79,82854.49,8050
48e5-c4e9,7/2/10,4.76,74669.98,5492
4d42-28fc,9/5/09,4.70,21966.52,2394
4aae-9367,2/24/12,4.75,9068.14,835
46c5-5b7c,6/26/09,4.71,25356.40,2669
4f7c-25e2,10/29/09,4.68,62678.93,6096
47be-d4e0,7/6/10,4.84,16095.72,1564
4c77-7784,6/30/11,4.63,26892.66,2767
4eba-aeb2,3/25/11,4.61,35494.47,3478
4f71-6965,4/2/12,4.74,8155.50,751
4c29-d4b7,2/4/10,4.69,94254.38,9397
4088-1029,2/8/12,4.78,8595.30,939
4e7b-1827,2/15/11,4.84,38793.65,4043
46df-588d,4/23/12,4.80,1530.18,174
4c47-ed1a,9/6/11,4.51,25418.14,2545
41dc-8709,7/18/11,4.73,13024.48,1420
4506-293d,5/3/12,4.91,617.85,57
4cf3-157a,7/30/10,4.88,16191.38,1719
4602-b569,8/25/07,4.77,223467.58,8915
4449-0ea5,10/29/09,4.53,30043.18,2474
4d97-47d1,11/5/11,4.93,783.00,74
4355-bea7,11/18/09,4.81,82762.25,9405
4194-af76,9/15/10,4.90,13634.09,1439
4d1b-7171,8/18/11,4.85,19836.29,2079
43af-430c,4/13/11,4.76,6025.10,627
4e31-867c,5/5/09,4.75,110005.50,10009
45b3-bbd9,1/7/10,4.88,67447.87,7643
41b1-df8f,2/24/12,4.71,3008.38,300
495e-ae63,11/1/11,4.84,19250.12,1653
4e4a-1a9d,8/15/11,4.85,13057.42,1231
42e3-e397,10/18/07,4.86,219565.01,8283
4227-16d2,8/15/09,4.85,18730.37,2005
4523-b2a2,4/2/10,4.83,73396.18,7870
4c82-752f,8/27/09,4.82,100809.20,7945
4c24-0617,3/1/12,4.90,1339.90,149
47ce-1fa4,3/21/12,4.51,4780.34,347
421b-c013,4/7/12,4.85,2638.78,247
48c9-bbd2,7/28/09,4.76,57651.21,5137
432a-be2f,8/21/11,4.60,5176.49,604
4a35-465e,2/26/11,4.85,25080.14,2342
4ad1-46d6,10/4/08,4.69,53862.02,5656
4ab7-3aaa,3/23/11,4.88,8799.29,953
4d09-ee8a,10/6/10,4.82,31979.13,3504
4ae3-a5d2,2/18/12,4.73,5382.77,571
4a52-ca03,9/2/10,4.71,52669.30,4669
41b3-ce7b,2/16/12,4.84,3474.65,428
418d-412a,9/11/10,4.80,14096.66,1653
4b9c-ee09,4/13/11,4.69,2881.31,260
4854-bd2e,8/9/11,4.63,8386.34,1043
4405-a00e,9/22/10,4.73,12826.58,1252
41d5-4ad9,7/20/11,4.86,3685.04,375
452f-f245,12/5/11,4.91,4726.70,361
4805-bfbb,12/24/11,4.70,6033.21,617
432c-b4d8,11/9/10,4.87,60249.81,6830
4a3d-3367,1/22/10,4.75,35369.62,3469
4bcf-ef46,11/1/10,4.88,30698.46,3644
43d5-6e33,2/4/10,4.88,25557.71,2473
4f80-6f0d,12/8/07,4.77,220138.57,7328
49c6-0247,8/11/10,4.83,48056.22,5607
452e-f2ca,10/27/11,4.70,8796.15,772
42a8-106c,7/31/10,4.66,23220.56,1924
4a45-8133,8/21/11,4.70,5595.61,604
4483-f22b,4/11/11,4.76,25192.02,2930
4973-a3b5,4/28/12,4.74,550.51,57
4c25-3f0f,12/12/11,4.56,12741.26,1253
4146-285a,5/4/10,4.77,49761.66,4662
4233-5332,4/5/12,4.90,2137.58,242
436f-9c4d,7/26/11,4.76,14758.35,1711
49ef-3e48,7/29/09,4.80,15422.97,1723
4261-7d14,1/14/12,4.66,7954.92,842
414b-eb0c,11/21/11,4.74,13405.04,1349
4fe1-f79d,4/24/12,4.81,949.94,83
4ea2-9300,5/20/10,4.75,40381.88,4130
43fd-e2b4,10/9/11,,7724.47,1162
4cc5-eb78,1/5/09,4.82,72219.94,5626
4fa3-5f5f,4/19/09,4.82,41998.80,4564
405c-d37c,7/10/11,4.80,18624.54,1879
4bc2-2424,4/4/12,4.72,2359.23,248
4c43-76f5,9/23/10,4.84,34024.74,3739
4394-5812,7/14/11,4.78,29880.95,3738
4737-80c6,12/19/11,4.79,2696.20,351
4f3f-d33b,8/19/09,4.82,110616.80,12621
4dd5-0515,10/31/11,4.76,12791.37,615
4e0f-e476,11/5/09,4.81,94961.78,8859
4358-49e5,12/13/10,4.72,12972.10,899
495b-74e9,5/28/11,4.84,12790.44,1566
4bc5-b4c5,12/13/11,4.80,9115.94,774
4633-05b3,3/10/12,,4434.54,607
4dac-3a77,9/25/11,4.71,28530.26,2948
4594-8bc4,5/11/10,4.70,45125.66,4475
4fc6-b784,1/4/12,4.74,11899.53,1017
47ba-b43e,12/22/10,4.78,22847.07,2506
42a3-7fea,12/25/10,4.88,33162.17,3612
4a62-5828,5/5/10,4.75,12626.33,1215
4779-5d2a,5/30/08,4.78,307954.06,10151
4e2d-bfdf,11/6/09,4.73,46507.58,5217
4bd1-2e20,9/11/11,4.81,11099.78,1084
4104-1983,10/13/10,4.77,23017.86,2531
4911-d499,12/16/07,4.88,57645.50,2421
429c-82f1,4/18/09,4.78,55205.73,5393
445f-9eed,11/3/11,4.74,17360.09,1563
4d4d-1c66,12/19/09,4.79,75099.17,6034
47f0-25d0,2/9/11,4.87,11389.75,1328
4ba2-cd51,12/5/10,4.85,26057.44,2834
46dc-4235,12/29/09,4.80,111802.64,10990
49bf-f1fe,9/26/08,4.84,143716.59,14834
45cf-4b7c,2/7/12,4.64,8570.48,995
4072-e65c,5/28/11,4.73,28516.57,3207
4244-5dc6,7/26/10,4.72,14964.66,1736
4840-c48f,12/13/09,4.74,62615.59,6434
41c3-5f6d,6/7/09,4.71,82343.41,9028
4439-dfee,12/10/09,4.79,169333.51,7196
47d1-23cd,2/22/10,4.86,65903.07,6590
427d-cebf,2/4/12,3.90,1250.07,123
41db-8a23,1/16/12,4.79,10829.44,1150
43f1-7711,10/18/08,4.84,21579.67,1757
4978-664e,3/30/12,4.98,2617.90,207
4b6a-810f,3/9/11,4.88,59370.81,5439
4f93-966f,6/10/11,4.75,8577.09,1105
4805-6d40,5/18/10,4.69,16282.31,1951
42a9-230a,7/6/11,4.79,27472.62,3317
4acc-0bee,10/25/09,4.76,8426.19,872
4f22-dd8f,8/8/10,4.59,28128.86,2425
4109-2ccd,2/24/12,4.84,1724.64,84
465a-6e55,1/19/10,4.74,82196.91,9224
4b77-0a79,1/17/11,4.84,37982.28,4282
41b5-166e,12/8/08,4.73,154482.72,15319
4bf7-10b0,12/23/11,,2587.72,407
4ef6-7edf,12/5/09,4.82,46584.71,3742
4f75-01e1,3/20/10,4.90,18380.39,1769
4601-b94d,10/8/11,4.48,32576.29,3094
4a82-d235,12/16/10,4.80,62824.45,7417
4535-8bf3,11/21/11,4.20,2306.43,239
46ff-f716,4/27/10,4.79,13005.07,1167
4ce9-0615,6/13/11,4.85,8566.40,1011
44c8-1b1d,10/5/10,4.83,23173.78,2365
44fd-fa01,12/20/08,4.76,61839.36,6202
44a3-896b,3/22/12,4.57,1432.80,162
42cc-ac70,1/21/11,4.79,56337.42,5581
4552-3325,7/18/09,4.82,100660.30,10533
4468-8353,7/20/11,4.85,16203.99,1707
452c-5612,11/3/11,4.89,2977.29,335
4dd6-9104,1/16/12,4.87,4611.89,565
40a2-fa10,4/27/12,4.83,613.36,49
48db-8432,2/29/12,4.70,3250.30,292
4402-e361,10/25/11,4.86,11716.74,1257
44f0-251b,3/7/09,4.81,34222.77,3518
4d8c-87d0,10/4/11,4.86,15343.36,1732
4d43-0751,11/19/08,4.78,136168.70,11237
4aac-6d34,2/18/12,4.77,5527.78,712
4343-fc37,3/3/12,4.84,4092.62,478
455f-f244,1/25/12,4.73,8775.68,953
45ee-237d,1/15/11,4.91,4204.16,420
46ae-8181,1/7/09,4.85,71917.35,4060
409d-b80d,5/14/10,4.89,19552.22,1962
4027-8b28,3/26/12,4.86,6028.36,627
44fe-ca40,9/22/11,4.59,10570.49,1171
4007-4c58,2/9/12,4.76,1264.80,147
413a-5301,1/2/12,4.89,7006.91,652
4ebd-bd50,6/11/10,4.62,4590.47,395
4c4e-0851,8/2/11,4.51,14802.65,1319
4586-559c,10/12/10,4.83,41162.26,4357
4a1a-9621,9/30/10,4.88,6061.42,628
4b30-9010,4/14/11,4.85,5838.30,666
47a6-dbe1,6/27/11,4.61,18040.50,1806
4c6a-03f4,3/5/12,4.73,989.34,122
4e40-554a,2/3/07,4.76,52430.52,2000
41e1-5f91,8/1/09,4.82,82342.68,7130
4269-6225,3/1/12,4.89,723.82,85
49c4-9b99,11/16/09,4.73,24978.20,2778
4172-ffbb,4/18/12,4.82,777.82,74
4d9f-49f8,10/17/11,4.72,18751.77,1959
4aed-c22d,9/29/10,4.89,45179.07,5215
4be9-2b1d,6/16/10,4.83,10333.14,1039
4a3a-c565,4/11/09,4.81,49640.31,4312
49ba-2666,1/29/12,4.95,8062.57,890
46a8-68f8,7/16/11,4.78,15567.37,1681
468a-7776,6/5/11,4.95,24648.88,920
4006-9129,11/14/09,4.54,29471.82,3038
4ccc-060d,9/1/08,4.77,77413.90,3303
4e07-3d86,2/20/12,4.76,6852.24,703
4455-61d2,7/11/10,4.84,49480.92,5767
49e0-3599,3/26/12,4.87,4681.38,508
43a2-a429,1/25/12,4.74,6536.82,729
49df-357c,1/22/12,4.68,8446.22,882
4c2f-a20e,10/24/11,4.80,2761.44,294
421f-7d31,11/15/11,4.82,4067.14,418
47b3-5f95,9/20/11,4.68,18100.57,1900
4ff6-8c15,10/3/08,4.66,16112.42,1591
496e-bc2f,11/9/11,,10973.15,1609
478d-2026,3/15/11,4.66,29304.13,3225
499c-8dcf,1/5/09,4.78,129306.22,12238
472d-c539,5/19/11,4.52,16999.25,1720
4736-d551,12/19/09,4.81,132800.14,14177
42c8-5c8c,3/1/12,4.85,1831.47,181
4a2b-002e,1/19/12,4.65,5795.21,602
4c29-6904,11/13/11,4.76,12874.62,1402
42e8-2491,12/22/11,4.92,10437.60,1194
49ad-fc9e,3/31/12,4.54,2113.14,232
4a11-8502,12/16/11,4.87,13024.68,1241
4252-15a4,6/17/11,4.82,5848.84,623
4208-0c96,11/7/10,4.87,115006.64,11486
4de5-9e9a,6/25/11,4.91,19032.26,1181
40ad-7dbe,12/12/09,4.74,93060.51,3271
4998-60fe,3/30/11,4.69,13030.62,1129
4424-0aab,12/13/11,4.64,11767.42,1431
444d-7c71,4/29/12,5.00,354.39,36
4efb-b554,8/18/08,4.79,176698.66,7832
4959-21e4,2/3/09,4.73,75501.35,6338
4bb9-67fb,8/13/11,4.85,8247.26,959
4026-7600,4/3/12,4.91,914.73,97
452b-0f18,4/30/12,5.00,226.06,25
40ed-6b7d,11/5/09,4.89,36976.70,4031
4b28-7e03,10/22/09,4.86,173133.98,6615
4d40-02b2,12/4/08,4.80,52501.44,4850
4ded-92a9,9/24/10,4.71,11277.15,1061
48c7-6d5c,3/3/12,4.97,2325.54,258
4fd7-04d2,1/7/12,4.67,6385.95,692
47c2-702e,7/16/08,4.76,157803.84,6535
4edb-4b46,5/26/10,4.83,36419.82,3790
4f25-51eb,3/10/11,4.83,10602.37,1134
4b42-73fd,5/11/11,4.82,47221.98,4733
4b37-343a,8/17/11,4.88,26215.21,3025
477a-9060,2/19/12,4.78,9469.15,938
4a05-a58a,2/3/12,4.79,3503.63,386
4757-b8f3,9/19/11,4.78,27823.96,2781
4832-13b4,12/6/11,4.91,4985.92,636
4ea7-8d16,9/21/11,4.94,924.92,107
4804-13e6,11/2/11,4.60,7894.56,919
432f-c925,10/28/11,4.84,11987.40,1278
4898-0f05,11/2/10,4.85,36867.06,3007
424a-5ac6,4/28/12,5.00,324.98,29
4d6a-c43a,1/28/11,4.79,27911.95,2529
4288-e1f4,12/29/09,4.76,36861.72,4045
4afd-f33a,3/21/11,4.83,18519.99,1967
4b14-d515,12/15/10,4.86,61241.24,5027
47e3-28db,2/25/11,4.92,33144.78,3193
4fe3-88db,4/17/12,4.87,1058.25,91
4661-ed70,1/19/12,4.58,4813.92,435
4d9d-c0ee,11/13/10,4.73,16323.44,1624
442b-565f,9/3/11,4.79,14621.60,1670
41bf-4e14,7/8/11,4.70,71774.04,7470
49b5-11df,7/17/09,4.84,78186.24,8016
4aaa-ff32,2/25/12,4.94,4174.66,353
4925-abae,3/19/09,4.77,230263.85,15769
4804-acb8,10/8/10,4.76,30669.70,3267
4e45-f868,4/10/12,4.77,3691.40,346
4efb-54f0,12/8/11,4.91,11162.31,1178
4996-0b91,7/29/10,4.83,100835.07,4193
4280-2405,8/30/08,4.84,277035.76,9678
46b0-1460,4/8/12,4.85,459.85,41
4ed2-7fac,3/23/12,4.71,2220.76,147
4110-6ec2,8/6/11,4.84,11552.79,1279
4314-a533,10/13/11,4.94,6021.42,597
4ede-4588,4/13/11,4.87,21266.42,2148
4ee9-1257,10/3/11,4.70,4594.58,519
4340-1573,2/16/10,4.36,3461.71,446
4cc2-9454,2/12/11,4.84,9758.29,936
414d-c236,9/11/11,4.81,14067.96,1356
4860-a965,2/4/10,4.82,59603.23,5776
440a-1212,5/17/11,4.53,23765.14,2851
47f7-ce9e,3/19/12,4.45,2448.74,234
4a98-7ab8,2/10/11,4.84,6885.38,682
4140-1588,11/26/11,4.81,5102.07,553
40b8-8812,9/7/11,,2208.19,341
4a2c-aebe,1/4/12,4.55,6354.90,737
4cff-de7c,1/10/11,4.77,35645.69,3758
4b6a-df3a,4/16/11,4.81,38093.20,4015
4904-7061,7/29/11,4.90,15512.52,1736
4389-9f50,3/14/11,4.75,3072.27,342
4e58-3398,1/31/12,4.79,4303.04,486
47f5-236c,2/18/11,4.66,57970.99,5237
4718-86fa,6/11/10,4.66,50546.53,5389
40cb-2995,8/5/11,4.56,5863.10,753
4814-d816,3/3/12,4.89,1673.32,188
4802-7ccc,7/28/10,4.58,22979.39,2268
436c-435d,3/24/12,4.76,3222.41,203
4d0d-db3d,7/30/09,4.80,40415.58,4031
4f31-ce6e,6/6/09,4.80,23681.97,2640
4e48-5fb2,7/14/11,4.79,7620.75,733
4918-71f3,3/29/12,4.81,3257.76,357
43d9-6fbe,7/2/10,4.86,47141.09,5486
4599-2ee2,12/16/06,4.71,344699.51,13744
4bc8-1a5e,3/11/11,4.78,56342.40,4643
4663-ca14,1/30/10,4.87,116398.34,11446
4334-620b,12/16/06,4.81,47941.16,1788
43fb-c1ca,4/13/12,4.70,526.54,54
424f-00a4,2/28/12,,3506.58,519
44ec-0141,10/22/11,4.66,13412.68,1232
47d4-f1b9,3/20/11,4.76,11699.74,1256
47c2-4923,10/30/08,4.72,203354.82,21690
4b9e-8ed6,12/20/11,,6159.77,953
4ecb-74a8,3/8/09,4.79,15098.39,1662
4081-6067,6/2/11,4.88,22866.93,853
4a92-a829,7/20/10,4.68,40261.46,4369
45fb-99ca,3/14/09,4.68,59642.14,5633
43f7-2faf,11/1/11,4.74,7233.84,780
4a04-2425,6/18/11,4.70,44080.53,4561
4faa-499c,8/29/09,4.73,7166.06,689
4d55-f2c8,3/9/10,4.80,65260.97,6305
473a-c668,2/26/12,4.77,7110.62,765
4b3b-6764,1/14/12,4.80,3174.22,326
44ed-a5ae,6/19/09,4.78,114564.41,12268
4db0-2698,12/3/08,4.77,196321.02,19632
4cf1-5185,4/21/10,4.81,96615.20,7821
4844-933e,4/10/11,4.65,2319.63,244
4b99-c52e,5/24/11,4.70,4693.82,572
40d5-77ac,4/18/12,4.85,793.15,83
48d1-de56,6/29/10,4.81,5057.36,563
4277-324a,8/4/10,4.75,27762.66,3120
484d-9b47,11/5/10,4.82,10307.29,1163
4834-afe2,2/23/11,4.65,56856.47,6247
4f22-0544,12/17/11,4.90,15994.78,1922
418c-37d7,3/17/12,4.70,1010.37,102
4a3e-ff1d,8/22/11,4.80,23389.34,2602
4187-2cb0,11/8/09,4.85,68292.30,7301
4477-af18,3/31/11,4.73,29907.36,2701
49ab-3924,6/15/09,4.64,22304.04,2254
40c9-a67b,2/24/12,4.77,7392.40,700
45a7-a24d,4/7/11,4.77,33405.35,3862
46c5-b51c,7/29/11,4.90,36386.36,4025
41d2-cbd7,3/26/12,4.68,3383.86,310
48e5-4922,7/28/09,4.78,33343.07,3487
46c7-0b27,3/28/10,4.78,11648.63,1212
4e84-0c5e,12/22/10,4.64,32619.34,2972
4b7b-0914,2/8/12,,1022.26,155
4a28-9290,2/23/12,4.85,5840.68,658
4192-4262,7/21/10,4.84,13414.10,1334
4b7d-f551,10/13/11,4.87,7513.21,868
4d0a-1d1a,8/17/11,4.87,5353.70,638
46a2-0364,7/10/09,4.78,22166.42,2153
479a-b8d2,10/4/11,4.73,3398.39,337
4d60-452e,12/24/09,4.73,71241.20,5169
4880-2471,2/6/08,4.86,128943.06,5337
40cf-d356,2/1/12,4.84,13408.85,1402
4bfc-43d9,11/29/08,4.87,147353.08,4767
48d0-a9d4,12/11/10,4.79,8970.10,920
45cb-7014,10/15/09,4.78,2925.79,324
45f1-f53c,11/4/11,4.73,12288.71,1288
4631-a2d6,1/29/10,4.73,37959.65,3881
4b21-a303,1/18/12,4.88,9143.74,967
4a45-2c90,11/19/11,4.52,13072.79,1201
4d30-ea91,2/14/11,4.80,68138.41,6940
49d2-fd93,6/8/11,4.88,2466.72,293
423f-55fc,3/30/12,4.80,808.99,77
4583-849e,2/27/11,4.82,10955.78,1125
4537-43ce,8/25/11,4.75,1291.41,149
4703-68cd,2/25/11,4.83,43883.05,5303
4d3f-670f,5/27/09,4.78,36402.17,4138
4fda-8e9b,1/12/11,4.80,26900.71,2324
4d5e-cb3f,12/12/11,4.84,5089.29,575
451c-c2d2,8/12/11,4.90,8871.38,960
4a62-5c6e,4/23/09,4.69,83172.02,9103
451f-2882,6/23/07,4.68,69011.86,2972
4578-2d91,11/11/10,4.78,97082.98,7851
428b-de41,9/28/11,4.83,23109.53,2310
404c-2589,8/21/10,4.89,55928.86,5932
4344-e642,11/16/11,4.68,5079.36,538
41cb-f817,9/2/08,4.79,159830.13,7057
4035-7d28,4/13/12,4.93,1023.23,102
4e7a-9ae8,1/14/12,4.99,3659.40,400
4f5c-36d8,11/23/11,4.82,7223.61,807
409e-4da0,12/9/11,4.68,2771.59,236
47e6-3fef,10/27/09,4.79,95285.34,8186
437a-faca,3/12/11,4.81,21628.20,2178
4c69-46ef,1/27/10,4.83,51676.26,4631
4f75-e26a,9/23/11,4.77,20475.75,1975
4b14-8e3f,1/3/12,4.92,20949.65,841
4803-5d37,12/19/08,4.69,43448.12,4257
41e6-f754,6/30/11,4.88,6270.09,737
47de-31e4,2/23/11,4.80,29348.60,3525
4654-71d2,8/19/10,4.75,8013.12,873
4333-f163,6/23/09,4.87,32018.74,3343
4264-bd08,6/2/11,4.84,10867.10,1330
41e6-c16e,9/21/11,4.78,19565.96,2156
4cbc-8a05,9/6/11,4.71,15941.89,1550
46d3-4281,1/22/10,4.77,27720.35,2897
45cf-6153,9/19/11,4.66,10619.82,1322
4443-75ac,8/21/10,4.70,12910.41,1502
4af8-a7e7,10/25/11,4.82,18018.68,2194
4e69-3c93,9/25/08,4.73,32034.75,3275
4088-39d5,2/2/12,4.86,5959.73,542
487c-14ca,9/9/11,4.84,25865.07,2961
4bb1-7f9a,8/14/10,4.79,10467.46,1236
45b8-0431,7/15/10,4.72,86340.82,9690
43dd-35e8,5/29/11,4.90,23649.70,2805
4474-1ee8,8/31/09,4.86,56712.58,6019
4250-df04,10/10/11,,3464.42,523
4f0a-c66f,11/4/11,4.86,25633.90,2925
41ec-926d,6/11/10,4.88,73112.15,8095
454e-dabb,5/2/09,4.86,141307.85,13998
461a-3122,8/10/10,4.57,66362.66,5404
4f48-9f85,7/21/10,4.79,25654.18,2361
4d4e-4214,8/19/09,4.85,114363.25,11844
4f07-3fff,12/29/09,4.88,39695.14,3612
4f2d-bceb,5/22/11,4.63,27157.11,2905
4062-000e,12/9/10,4.74,6706.62,674
4eb4-a260,4/26/12,4.80,161.70,11
4baf-aff0,11/29/09,4.85,46683.27,5052
44a1-59f3,2/26/10,4.78,98661.52,10483
4f88-ae7b,9/9/11,4.82,24134.20,2800
4054-79c7,1/8/12,4.84,2557.61,241
4156-2c4f,12/1/10,4.78,25956.83,2829
449f-a75f,5/13/10,4.67,51635.82,2979
4ccc-c4d0,4/24/12,4.82,375.43,39
4fe6-a09f,9/10/11,4.76,3414.06,392
44a3-4154,11/29/11,,10557.78,1796
4a36-2b18,5/28/10,4.76,13935.38,1598
4a87-31d6,11/13/10,4.82,64029.22,7155
4bfc-4efc,12/20/11,4.86,9548.68,1171
471e-d107,9/13/11,4.91,7339.93,825
4f34-a4c8,5/21/10,4.88,43600.89,4914
4f26-a35e,7/18/09,4.70,126074.19,12604
4c30-a351,1/30/12,4.83,9910.28,901
4f58-7be6,9/14/11,4.84,12087.23,1284
4838-3bd0,10/6/11,4.75,28934.88,2519
4b07-3dfc,8/17/10,4.80,39845.65,4615
419b-1ff1,7/30/11,4.71,6663.96,927
4606-2906,12/5/11,4.71,19398.12,2057
4402-1b66,10/1/09,4.87,145781.31,15064
4acb-6e02,11/11/11,4.52,11998.88,951
4c2b-266a,3/1/12,4.79,6924.42,551
4bab-bfcd,8/25/10,4.71,14230.78,1673
4e4b-34fd,6/15/10,4.76,87306.50,8581
4c88-5a8b,10/30/10,4.66,7074.68,792
47d5-a60f,10/20/10,4.88,13311.06,1051
4b23-7ebe,12/27/08,4.86,45839.17,4815
4df1-84d6,3/10/10,4.77,90082.68,10515
49a4-46d8,3/14/11,4.79,33325.07,3091
410b-3cac,3/18/12,4.79,2791.07,309
450d-4f62,8/18/11,5.00,13028.26,1998
454f-bbc0,11/12/11,4.95,17541.84,2023
469d-ffe5,2/14/12,4.83,6105.67,623
4118-0bdc,2/2/12,4.71,8227.42,869
4355-14e6,5/26/09,4.70,13625.79,1492
43b9-0e81,7/22/11,4.81,3989.54,448
43c9-18b3,6/23/09,4.88,176652.86,5829
442e-e719,1/5/10,4.79,113315.37,12002
400d-b444,7/18/09,4.80,137174.07,9841
45d5-0aa7,10/22/10,4.83,25260.98,2747
4d5f-3f53,10/7/10,4.91,5269.84,152
4a1c-c5ff,12/23/08,4.82,19047.44,1122
48a6-084e,7/15/11,4.72,9787.42,1069
46b4-03ef,12/31/11,4.73,10562.70,1073
48e7-30ea,1/18/12,4.69,17097.44,1915
496a-4778,4/7/12,4.96,549.04,57
472c-997c,7/24/10,4.77,54936.47,6460
42d7-b631,4/14/11,4.83,4396.99,529
44a3-c46f,2/5/11,4.79,39248.57,4050
4f66-3fe7,11/24/11,4.79,4037.68,411
42a2-4b52,6/20/11,4.65,35159.33,4307
4adf-d431,8/9/09,4.75,170348.31,18018
40a7-151d,4/24/09,4.75,146718.66,13432
4c87-87e9,11/19/09,4.72,125095.66,13942
4399-ef10,1/13/11,4.78,29404.66,3139
4d5b-c7b0,6/15/11,4.41,3799.40,544
48f6-64aa,2/10/11,4.80,17569.02,1927
4170-f8c0,6/4/11,4.77,22481.65,2584
4281-c31a,1/22/12,4.74,2545.95,266
4361-57d0,4/30/11,4.23,2371.89,245
43de-3e34,2/26/09,4.77,148409.69,6155
4f10-96a6,12/19/11,4.91,5104.14,557
4e0f-6886,11/20/11,4.73,16407.41,1705
4b5a-e9d1,1/13/11,4.83,23291.95,2216
41f0-d888,9/30/10,4.64,5092.18,464
458f-28ec,6/19/11,4.86,17289.86,1953
49b7-dfb9,6/23/11,4.78,11129.28,1100
4e11-9b1b,2/6/11,4.68,16733.21,1784
4802-b4f9,9/4/10,4.92,30953.86,3449
4626-6aad,8/26/09,4.78,153485.62,13847
41cb-cc91,11/21/11,4.90,13378.87,1430
4ad4-00ac,5/21/10,4.80,42106.50,4468
4ae6-da10,3/31/11,4.81,43484.10,4896
4c2a-ff00,11/12/11,4.88,9297.38,1079
411f-237a,11/12/10,4.73,25924.08,2461
4a96-8543,11/19/11,,8299.18,1253
4ee6-d6d8,7/23/11,4.78,8796.32,839
4f09-d3dd,9/14/11,4.67,24677.87,2982
482c-bd6a,7/26/10,4.81,48294.33,5292
4c72-b665,4/1/10,4.71,50561.88,4581
44f6-8b4f,3/26/12,4.83,7511.34,499
407c-ae8a,6/19/10,4.70,40731.34,4044
43f9-8c88,9/22/10,4.86,17537.56,1774
46c2-7bf0,10/28/11,4.69,2184.66,266
40aa-4044,3/14/10,4.84,26748.28,2760
4500-6c63,7/9/10,4.80,79880.29,8691
48da-c45b,10/22/10,4.84,39777.08,3195
4348-81e3,8/8/10,4.84,49397.38,5405
4e53-3a64,7/5/11,4.87,8868.26,1074
44cb-9dff,4/26/12,4.87,1358.12,135
4f7f-6762,11/7/10,4.78,42159.51,4320
45f3-e90d,4/24/12,4.81,1668.30,177
40fa-f1f5,11/24/10,4.88,35158.46,3571
451a-aa93,10/17/09,4.83,81562.35,8385
4c87-d8a3,4/23/11,4.77,29030.59,2877
4d32-dd84,4/24/10,4.92,61224.28,6504
442e-2d13,3/26/12,4.48,8268.30,748
43bf-b717,4/22/10,4.75,95413.79,7581
4fc8-5357,3/6/10,4.78,71413.06,6984
4147-008c,8/4/10,4.73,53491.54,4221
45c9-2fda,11/8/11,4.71,23894.94,2713
48fc-0f32,9/9/11,4.67,4543.96,505
4b58-2873,3/26/12,4.88,4276.14,463
