rider_id,first_completed_trip,lifetime_trips,first_trip_city_id,lifetime_payments
2b48-613b,4/18/09,1135,1020,9307.34440062122
33f6-d402,1/17/09,688,1032,4834.568
48b9-9c93,12/13/11,45,1032,584.208
5c9c-b3f8,5/24/10,267,1032,2612.144
6d88-977b,10/9/10,144,2482,470.105786460519
7014-c1e6,3/26/10,131,1032,1349.4
798c-dcee,1/12/10,232,1112,2142.168
88b5-6437,10/15/08,611,1032,4981.51470735181
94ec-61a4,6/27/09,111,1708,1134.08
af20-b166,12/10/10,36,1028,509.552
bc64-0466,6/27/09,414,1004,1989.7161006178
cc8a-9e49,7/20/10,137,1722,1543.73410237744
ccff-d291,5/28/10,351,1636,2323.92
1290-02f5,12/25/11,53,1048,874.892892634665
16e7-26a3,7/15/10,186,1020,2020.912
5272-7155,7/1/11,16,1066,147.992
66fe-12ed,2/1/09,405,1078,4004.368
b8e5-d84e,10/23/10,24,2384,126.735305086905
078d-4d0a,11/25/10,87,1032,1164.28
3cec-c94b,5/7/11,118,1032,1380.576
653e-bb2f,1/26/09,89,1066,975.392
b54a-f0dd,12/20/10,23,1410,734.696
ba96-29e3,4/24/12,7,1032,64.024
d488-d04c,10/16/10,63,1024,536.872
dcea-f34e,8/29/10,253,1028,3099.048
8550-cd1a,1/30/10,53,1086,562.143665764693
9442-10ac,1/26/09,205,1032,2195.136
e235-2fb0,1/31/09,420,1020,2644.728
0ff1-5adf,12/31/11,23,1032,193.36
6380-bbc7,8/10/08,337,1004,10290.5551369488
8cc6-5f1d,8/1/09,169,1032,1975.20391534893
92e8-9608,2/20/10,367,1032,2845.856
dd3e-5da6,5/14/10,51,1048,702.150521651341
06ca-53af,5/8/10,701,1032,6425.288
13ea-c53c,8/9/11,106,1020,848.403798225278
1b04-e803,5/25/11,8,1032,115.544
35a2-1347,5/29/10,451,1032,5321.304
7128-83d4,5/11/11,51,1032,494.896
8d89-8a71,12/17/11,4,1032,26.552
c323-6a80,12/16/07,647,1032,5265.208
c8da-4f05,5/11/09,376,1032,3309.432
dc0e-eaa3,3/23/10,23,1032,146.48
196b-6ae0,11/22/09,118,1016,1502.87277942789
4bf3-f2bb,7/21/09,192,1032,1360.88713204393
a6b8-f380,9/13/08,45,1020,1011.09956544392
bbe9-6cb6,9/24/11,405,1112,4033.656
caa4-dbb4,2/17/08,162,1032,1561.2624
e8c5-eaa5,4/27/10,32,1004,305.58569457591
38cc-e362,9/18/11,59,1032,736.592
7644-ddc5,12/20/08,322,1004,3814.69332290533
a51f-4d0b,9/25/09,252,1028,3778.38770986915
b09f-480c,1/4/11,10,1028,104.544
bd65-ad98,4/10/12,8,1596,90.688
10c2-0183,12/31/10,12,1704,94.448
1c73-1342,8/30/09,301,1032,3037.992
1c98-8083,1/31/10,96,1596,1192.024
4403-cf83,10/31/09,366,1032,3590.264
44be-6e0b,2/27/10,23,1024,200.112
4efe-31d9,6/2/09,57,1020,1517.66181626825
58cc-44ad,12/3/08,705,1032,12243.879696129
5c58-2da0,10/16/11,11,1418,103.904
7987-59d2,6/3/11,72,1048,863.920777434647
7f45-2f63,1/21/12,11,1046,99.792
fae4-0377,3/1/09,173,1032,1489.63448619716
2843-3826,6/10/11,274,1032,1647.952
5547-5a98,6/7/09,306,1032,2657.208
6889-11b7,11/18/11,314,1032,2408.336
8cdb-3769,5/5/09,919,1032,5852.384
9f17-aac7,6/28/10,423,1024,4331.488
a198-9081,7/19/11,122,1032,920.432
ea0c-c72f,9/12/10,84,1032,697.216
472c-9943,1/7/09,127,1032,2029.536
4e24-d4e4,1/14/11,200,1032,1365.488
8cfe-a92f,6/13/09,205,1032,1857.736
dd5a-8355,5/22/10,46,1972,495.376
03a0-5202,6/7/09,27,1032,261.424
0c38-e94c,8/1/10,335,1032,4036.928
242b-d255,12/3/11,10,1020,94.64
28e9-e992,7/3/10,53,1032,642.261746989139
44d7-634d,4/29/12,1,1100,25.0792825133226
abc9-6598,3/3/12,35,1032,245.024
b7c9-06e2,11/23/08,375,1086,3579.1217955938
e1a2-3f31,5/17/11,248,1280,1970.85162376212
f3d1-ecee,10/3/10,50,1032,393.488
1193-5028,11/19/08,169,1032,2244.37067945359
3555-3518,1/1/07,680,1032,14010.999999703
4c88-61bc,9/24/11,10,1078,73.384
5127-be80,2/23/09,269,1032,3027.28
57b0-57e0,7/10/09,55,1430,486.96
6a16-23b8,11/20/10,27,1032,238.768
8839-e084,8/9/08,225,1032,2274.808
d821-d1b5,4/12/12,11,1032,91.832
2a09-3856,6/18/10,592,1042,3656.296
512b-5412,11/22/09,79,1032,736.384
67fd-36ca,8/29/09,206,1032,2333.656
6c72-3d49,11/15/09,588,1032,3989.888
9c0c-f4ce,12/20/09,20,1020,271.608
ebaf-c705,4/19/09,291,1032,3235.168
0bd0-2077,11/29/08,679,1032,6214.032
32ae-9ef4,5/7/10,68,1032,551.36
3cbd-0c77,7/26/10,20,1094,323.544
6da7-73be,3/7/09,185,1032,2011.41591893013
7fbb-907a,6/6/10,32,1032,591
8d78-4d97,4/28/09,660,1032,7055.912
a611-be4b,12/2/11,9,1074,66.512
d16e-c01a,11/7/10,70,1032,585.205550744986
e1f4-918b,11/4/07,971,1032,9394.62138181647
f4a8-5e55,6/15/10,146,1032,886.848
2cb3-26df,2/14/11,13,1042,165.213219421149
43cf-07ee,3/6/10,237,1032,1455.016
4424-0f5f,3/22/08,815,1032,6121.184
8232-c774,5/30/11,507,1032,5185.31038100749
d067-1c64,7/5/09,172,1082,1264.704
ebed-7b78,5/30/09,106,1032,1139.112
0e15-0550,10/16/08,411,1032,4688.088
45b3-c0a2,10/9/08,17,1032,307.816
6a89-f709,8/10/08,1425,1020,13972.2236184555
89c6-ecc1,2/1/09,489,1074,4003.752
90be-00b8,5/25/08,627,1032,6118.808
aaaf-3de1,1/24/10,423,1032,3388.80102981277
2f1e-3c32,2/27/12,27,1806,340.341222145467
4f54-e569,1/2/09,67,1020,1403.896
6ddc-dff2,11/15/09,218,1112,1980.776
8c1d-591d,7/3/09,134,1032,1465.792
c7db-7c7e,12/13/08,588,1032,4288.85581566059
e77b-e3ac,2/21/10,228,1004,2057.496
2f15-45ea,1/3/11,192,1078,1523.112
468f-3ac8,8/13/09,33,1032,281.824
5bfb-c2b7,11/27/08,227,1032,4428.71962199855
7475-ec5d,11/20/09,281,1028,2901.024
a338-3fa2,3/15/10,49,1032,666.912
2180-f72f,10/3/09,735,1042,7257.496
5949-5e0a,5/4/10,33,1028,558.168
9a06-d68c,3/1/10,97,1004,659.912
c677-26c2,1/29/10,434,1174,2718.6784
f1a5-43c3,3/2/10,110,1032,1291.656
40a5-5b53,1/23/10,644,1032,5008.304
607b-0b06,9/5/08,78,1032,1024.18290376659
8b96-790f,12/11/08,124,1032,1168.032
c227-00d3,4/26/08,74,1032,1348.304
d421-4965,12/5/09,46,1004,522.6
e409-24a6,3/7/09,267,1066,2941.15785608151
0102-931e,1/12/10,41,1040,916.184
1b13-c773,11/24/09,115,1032,738.592
598a-6a98,4/23/09,41,1032,295.968
6f5c-336d,8/29/10,15,1020,219.144
6fb3-5a05,6/25/10,45,1032,411.420401811768
ac7d-eb66,9/17/11,17,1032,112.128
b63b-f4e1,11/28/09,276,1032,2404.64
ed7e-a3df,2/12/11,75,1032,1107.8
41cb-4b97,2/9/09,227,1032,2038.112
690b-a655,2/4/09,740,1032,7843.08570096788
8296-74f1,5/7/11,64,1444,201.664479129659
9f17-33dc,12/24/07,199,1032,2210.176
c2a2-1efa,10/30/10,6,1926,107.848
e732-41ad,8/30/11,176,1032,1316.984
ecb9-aa4e,11/3/10,43,1024,1436.568
f20f-09b5,1/7/07,430,1004,4491.0556819492
8aa7-fcef,10/14/10,314,1032,2748.13684784107
91c4-bbf7,8/8/07,103,1032,1614.784
7a2f-74fe,10/14/10,355,1066,2359.304
c65b-724f,8/29/09,516,1032,4685.664
c881-69b4,10/25/09,97,1032,825.832847352025
ced6-6d41,9/10/11,41,1032,589.6
e260-0b9c,12/19/08,217,1032,1758.22911822628
e71d-c08b,7/19/09,130,1032,1793.616
ea0a-7705,5/17/09,342,1032,2789.736
2314-53af,5/30/11,104,1596,650.113915310313
3e9b-0479,6/20/10,205,1032,2104.37166247671
812c-c888,6/28/09,443,1004,3881.56
84a5-6505,1/16/09,1032,1004,14493.9619385932
a455-18d4,7/21/07,251,1032,5898.2873345825
afc2-81bc,3/18/07,220,1032,4612.392
b913-d693,3/16/08,72,1078,1216.536
cdad-e977,12/25/08,640,1020,5746.576
e862-101e,3/1/10,60,1032,531.648
56c0-7014,10/15/10,84,1032,575.672
6b03-2af2,5/4/07,45,1032,1299.672
d41d-f72a,5/2/12,11,1032,70.616
20f9-526b,5/21/11,16,1032,97.552
3498-8e17,1/6/95,7,1000,93.88
3824-4eb5,12/22/10,258,1024,2375.72
3e7b-dab1,1/9/09,241,1032,3027.944
67d3-c622,7/18/09,355,1032,4593.544
8937-f3dc,12/10/10,63,2310,630.776
9042-b39c,9/13/10,3,1066,48.056
bb16-6250,10/23/10,388,1032,3437.368
faf6-ccdd,9/15/10,141,1032,1272.056
fdf4-ccea,1/15/08,254,1032,2099.36590432291
517f-1769,4/6/07,1159,1032,19683.36
9253-708f,9/4/09,420,1032,3780.112
b32d-e2e6,7/24/09,569,1042,4140.70290748057
cee1-dcba,2/3/08,678,1032,6166.272
d048-6620,6/4/09,433,1032,3889.712
d83f-9d95,4/30/11,151,1032,743.328
d840-3c8c,11/11/07,209,1070,2151.04664502633
dc81-ad20,9/18/09,57,1032,1124.192
ea39-aa1d,5/19/11,15,1004,200.18694574968
0525-cb7c,4/9/09,59,1032,523.632
059c-43f0,9/30/10,157,1032,2108.15742928338
0ae9-ed0b,9/2/10,109,1032,1530.752
17ef-84db,7/13/09,44,1042,512.312
6453-d38c,11/21/08,1347,1032,9985.64
a146-d412,4/10/10,123,1024,1330.33340342469
d889-a732,9/20/10,200,1032,2542.328
e5c3-381b,9/27/09,37,1570,579.104
13e1-577f,4/5/09,192,1032,1650.608
5ea4-b1d6,7/30/11,17,1020,245.648
aace-f9e6,11/5/11,20,1032,312.816
3f8c-c8e4,11/8/08,86,1032,1738.02798225648
5116-4c3c,5/15/08,176,1020,4760.34326163297
5c30-2018,6/14/08,163,1032,1672.12
6113-c952,12/5/10,393,1020,3887.312
6afb-23bb,11/29/10,41,1020,364.24
6d2a-e3d5,9/27/08,95,1032,994.8
bda3-3d22,3/22/11,29,1042,235.016
d6d4-c951,5/10/09,179,1032,1847.336
e3fd-ab7c,11/4/10,30,1032,413.696
eeaf-f2dd,9/8/09,125,1032,883.544
f7db-7a81,8/25/11,265,1032,1623.12
ff94-453c,11/19/08,496,1032,3844.976
0af4-d9ba,2/5/12,22,1032,175.488
1bb5-c60f,1/4/10,357,1276,1793.16840763324
3374-2449,5/28/10,30,1042,705.624
7ff2-d33c,12/26/09,339,1042,2162.2
b221-b901,1/6/11,140,1032,1169.504
2f43-5be2,5/22/09,123,1032,1359.272
58d9-d0a0,8/5/10,115,1032,674.416
5e9b-17b7,11/21/09,32,1032,536.896
b7ee-356c,12/13/11,5,1032,94.656
cc19-f04d,5/3/10,19,1070,156.392
d3dc-2b2f,4/7/12,15,1032,90.352
dece-7d90,11/21/10,440,1032,2934.048
00ee-75c4,6/19/09,617,1032,10547.208
7e1c-2654,10/23/10,121,1032,847.568
ac24-23ee,1/5/09,1727,1032,21723.784
f956-c2f8,2/9/09,38,1092,637.576
3432-0190,7/25/10,32,1020,754.154366020453
4ce3-b151,11/4/09,470,1032,8986.368
5b88-9c49,7/19/09,203,1032,2064.704
8fbf-4068,12/18/11,52,1032,402.536
9038-bcdb,11/4/11,64,1032,432.688
957a-37a2,9/12/09,475,1032,4802.608
9e37-de57,11/6/10,64,1032,735.776
ea50-04e6,7/17/10,433,1596,4335.352
0f75-6d02,1/10/12,48,1032,248.52
3678-f552,9/12/09,95,1112,744.905593344169
41a4-d128,5/1/10,24,1032,182.056
d8dc-25b4,2/29/08,364,1032,4868.36
1aa5-9388,4/18/10,158,1032,1579.33232752804
578d-f020,10/9/09,60,1032,597.752
7184-90df,12/18/09,44,1052,731.642278444096
78ac-d6eb,3/21/10,127,1852,1350.704
926e-6833,11/25/08,168,1032,2145.048
bc41-9d35,7/12/09,860,1032,8354.23579916145
c606-6c8c,4/19/09,29,1066,414.232
e651-acd3,6/22/08,179,1032,1821.312
eaf1-c648,10/18/08,630,1032,5792.44
ed84-e864,9/14/11,220,1032,1361.144
1905-34e7,5/15/10,49,1020,433.576
1d08-a26b,1/24/10,30,1138,352.464
2676-445a,3/30/10,312,1032,1862.208
33f7-ff28,5/31/10,270,1032,1792.72
9c1d-06ce,11/15/09,216,1024,4334.22625216058
c78f-4cf0,7/13/11,21,1096,184.598110735707
010b-1011,1/17/10,93,1596,840.886353382374
ba58-78ad,6/28/09,215,1032,1875.672
cf69-9b28,4/12/11,135,1032,1316.28772696246
0829-195f,7/14/11,77,1032,762.28
11b3-9460,9/1/11,14,1032,189.304
6a5c-986b,5/5/08,465,1032,5608.73932590487
7575-5b8e,1/29/12,42,1032,448.288
bad5-d3b8,5/3/10,170,1032,2120.97788757385
bd9a-bcfc,7/22/08,83,1032,719.984
c809-ddb5,6/20/11,159,1032,1081.5725976598
1b4e-0e20,5/12/07,82,1040,863.420072399596
31ef-3913,7/7/09,280,1048,2614.896
5c6c-7504,4/29/10,41,1070,864.517878559616
8d96-33b5,6/13/08,93,1032,1183.424
ca8f-3dd3,6/28/11,43,1078,472.904
155f-297f,6/25/11,154,1032,1155.77808361722
1d2c-7bcc,6/21/09,76,1032,709.728
26c6-3e4b,4/23/09,382,1032,2939.72
ac4e-757c,12/27/09,47,1040,645.312
c238-4150,11/21/09,315,1032,2290.2805611173
d714-b9e6,2/18/11,156,1032,1463.568
4ab2-296a,5/9/11,55,1066,589.832
7fb2-0728,12/2/08,824,1032,9983.52
d928-529d,12/21/09,50,1818,469.784
f228-dbea,2/27/12,12,1004,106.72
09c8-64d1,11/6/11,8,1032,90.352
1d18-ae1b,3/11/07,737,1032,8025.056
6df9-759d,8/10/08,995,1032,7674.464
f6eb-706b,11/8/09,100,1570,845.672
851b-faed,8/2/10,48,1032,595.576
9065-30f6,6/8/08,402,1028,4350.88209154138
ef04-1add,6/20/09,226,1032,1908.48
f927-0093,11/2/11,328,1032,2904.744
04d2-39b7,5/13/07,268,1032,2650.888
14cf-ccc5,12/12/11,67,1032,440.064
36d3-a7f3,3/11/07,70,1020,547.36
7da8-c97a,11/22/08,85,1032,988.816
c3c7-2afc,5/6/11,15,1032,221.424
c51a-6e89,6/12/10,148,1032,1222.52
1961-07e9,6/28/10,534,1032,5033.88782173029
3569-0ee9,8/3/08,279,1032,3401.456
4b0c-3403,9/20/09,23,1070,342.392
6ef0-e3f0,4/18/12,12,1032,91.384
7364-5ef3,2/3/11,27,1032,246.608
a4a1-fa7e,1/21/12,92,1032,455.032
ac9c-7422,10/7/07,628,1032,4096.01984122407
b8e4-3e89,9/11/10,165,1032,1503.344
d8de-ddc0,4/20/11,105,1410,1489.704
da2b-7cb2,7/19/09,232,1032,1727.456
f35c-a91b,8/17/11,22,2876,210.392632826096
f3d7-8934,10/12/09,285,1032,2043.808
fd2e-5252,6/7/09,170,1032,1347.296
36a0-b5a3,10/9/08,255,1032,2087.52
7405-e558,1/23/07,350,1032,3811.016
9259-1416,6/8/07,2372,1032,44060.824
a9a4-0011,5/25/08,349,1032,2710.88
dc4b-888d,6/26/09,75,1138,968.744
2c4f-568a,12/30/07,732,1032,10390.651653395
4afa-14dd,12/22/07,860,1032,8710.7609466871
9fc2-04f8,1/15/10,77,1814,823.72
b70a-5ed1,5/20/07,464,1032,5146.46604947126
032f-fc81,4/4/09,615,1048,5412.832
a7a0-c8a9,6/18/11,48,1032,558.096
aec7-eb61,4/15/11,25,1032,220.824
00cd-2edc,3/8/09,190,1032,1707.52
0123-6d0f,1/25/09,1030,1032,8010.944
80e9-a6c4,11/7/10,166,1814,2885.216
817f-8731,1/30/12,3,1032,21.704
b77d-f7bb,3/23/07,113,1032,1180.72
db38-915c,7/14/10,301,1032,2327.192
1310-a088,6/8/07,363,1032,9217.18526107185
1eb5-724a,7/23/11,27,1578,410.8
73be-5bad,12/18/10,283,1032,2748.336
a4d3-35d4,10/6/11,16,1032,120.488
b476-c424,2/28/10,194,1032,1356.784
10c2-86fd,3/2/09,300,1032,2537.752
305e-c1f8,4/2/11,6,1596,51.216
6a87-b85a,3/20/09,188,1138,1455.46491357034
6adc-2e49,4/11/08,284,1020,3227.08982219161
739c-458c,6/28/10,27,1032,389.592
c09d-cfda,11/21/10,152,1032,1397.008
ee07-99e7,8/5/10,608,1020,6572.144
1578-631e,3/6/11,72,1032,689.315395004244
25b9-e9be,2/26/12,6,1754,55.04
2bcd-ed4a,11/11/11,72,1032,703.76
654b-aa32,8/27/10,179,1276,1385.63200955201
e9b5-eece,2/26/10,157,1032,1502.84839542704
f757-e8b0,10/30/08,203,1032,3021.784
150e-c629,2/28/10,342,1032,3520.92
3be7-2e34,6/14/09,48,1032,486.192
4644-092a,11/10/07,149,1032,1991.576
54c4-a683,9/17/11,25,1032,262.088
69f2-843c,1/31/10,44,1032,341.2
7056-852a,4/28/07,1416,1032,14458.2117077195
9cbe-0b73,9/7/08,742,1032,8968.52
d9c0-6398,3/24/11,40,1032,349.704
5c20-bcf9,7/22/10,426,1032,3901.224
8d88-7e2e,3/11/09,844,1032,8398.75795989897
8fbe-fd78,9/17/10,94,1032,750.374075347182
e850-2f6e,3/18/11,379,1032,2658.552
1d23-bfd0,2/14/10,236,1032,1864.736
0e79-0c25,5/15/10,8,1032,66.976
13f3-d761,12/2/10,14,1032,153.216
1637-05f1,12/4/08,121,1032,1375.648
1e68-bbb8,7/9/09,66,1040,706.032
653b-7a56,6/27/10,15,1042,103.944
65d0-b43d,5/9/10,39,1032,1090.848
5112-58b3,2/26/12,18,1032,213.712
5502-17e2,8/14/09,480,1032,4575.048
6275-d559,3/4/11,100,1042,818.216
721f-2920,6/23/07,460,1032,3493.864
9a5a-9cc3,6/15/11,136,1288,1775.888
b4eb-a2d4,10/13/09,9,1086,369.672
b5b2-77f1,6/3/10,408,1032,2951.192
d682-7f13,10/21/07,1069,1032,12765.456
4e6a-3abb,1/22/11,145,1020,2173.088
7b28-d20d,4/4/09,371,1078,3341.128
d47c-9e72,3/1/07,194,1032,3439.51583304984
f1af-6fb2,6/19/08,796,1032,6362.88638560556
0e80-18f7,11/23/08,213,1032,2554.416
2db3-944f,1/8/08,206,1032,2196.176
37e6-27b2,6/13/08,218,1032,2621.608
6177-edbe,11/1/09,30,1032,239.4192215062
a1b4-140e,1/30/10,110,1032,979.68
aa48-8897,10/2/09,202,1032,1600.16
bb7c-7f89,12/12/07,201,1032,3078.56
fb9c-8fa2,2/20/09,102,1032,973.064
1e2c-b864,9/8/09,411,1860,3249.216
4f3d-de61,2/23/09,546,1028,4894.78523777202
582a-ddde,11/13/08,412,1032,2838.288
8ce0-e16b,10/18/08,232,1032,2465.93142826458
d40a-5ab1,11/7/09,866,1032,5206.08
dc10-1c55,12/23/11,51,1112,470.392
e43e-8cb8,11/21/11,17,1032,130.032
f246-0779,1/15/07,1350,1032,10821.7797929436
33f4-b56f,3/31/10,153,1032,1087.208
d53f-020c,3/27/10,43,1032,362.816
eddd-2401,9/19/09,398,1032,3729.26408730059
0aef-e5a7,12/6/09,251,1032,2324.92
3092-78ad,7/7/11,104,1596,1130.76
3dbb-f728,3/21/09,114,1082,1028.488
4212-7402,4/9/10,296,1032,3773.832
4bc7-63cf,9/1/10,148,1032,1292.352
6a32-15fc,3/24/09,226,1032,1811.10500927845
717f-2fb3,6/21/11,94,1066,978.632
98a0-5370,8/31/10,636,1032,5933.824
e727-d60a,12/20/07,507,1032,3671.768
2a28-75da,6/19/08,99,1020,1777.9103887432
2d2f-13f2,2/13/10,132,1032,991.88
47c9-8479,9/10/10,40,1020,670.223383958944
5058-8370,1/11/09,152,1048,1508.312
d9fb-df8d,1/16/10,62,1768,896.641008326562
e6f9-235a,11/20/10,8,1714,42.16
f94a-a7af,10/10/09,153,1818,1177.768
30f9-4c2c,3/21/08,357,1032,3197.192
3645-ab9f,6/22/10,141,1028,1576.84
47e1-13b6,10/22/10,160,1032,1467.648
47f9-c9cb,3/7/10,328,1032,2090.264
495b-3575,9/18/08,612,1032,8025.90493699717
887e-a599,4/5/12,5,1422,55.8151054465083
8a02-4daf,4/9/10,205,1048,1268.84
db1d-64c4,2/7/09,299,1032,2166.69758730096
e0a1-72f2,9/6/08,295,1020,3426.928
ed8d-40d5,9/29/11,80,1132,519.008
1671-790c,4/2/10,497,1032,4382.816
2540-917d,2/15/10,258,1032,2086.35821122161
316f-8efc,11/17/10,292,1032,2352.544
9acb-fd8c,8/18/10,116,1042,1993.88398731602
c26a-e062,8/10/11,11,2780,131.048
ff9e-07a6,5/6/09,129,1032,1173.76
1f17-6274,7/10/08,361,1004,8606.20191816581
2d05-93b6,11/19/09,169,1032,1357.62626580939
5486-cf48,5/19/08,435,1020,6466.592
5d0c-4ffc,11/20/11,12,1020,148.504
6e67-6647,3/5/11,85,1032,789.72
7ccd-57dc,10/25/09,581,1032,5173.36
9a2b-ba1f,8/23/11,37,1004,495.408
b06e-090e,7/1/11,8,1032,81.408
b486-8841,12/20/09,233,1016,1715.992
c60b-5323,4/12/12,6,1032,65.128
dfa8-108b,5/30/09,412,1032,3156.87271875924
38bd-f4f6,11/22/09,246,1004,2088.7591606152
63b4-6832,3/25/10,7,1818,80.4370962109999
88e9-d2a5,7/20/08,115,1032,1423.816
97c7-7133,12/16/11,9,1048,87.224
9b6e-e579,12/21/08,379,1032,3320.14188313286
d97d-a24b,8/24/09,297,1032,2443.592
dad1-1b02,11/27/10,11,1032,123.536
fe75-db2c,2/1/09,175,1024,1997.512
187b-54bd,12/15/07,730,1032,9797.448
783e-c8c4,11/24/08,127,1032,1652.2501664
dbd4-cb84,10/13/07,345,1004,3943.744
2c44-40e1,8/17/08,175,1032,2823.256
2c89-d829,1/6/10,47,1004,975.203870624996
359b-677e,4/11/10,26,1032,213.552
4cf6-c519,12/17/10,151,1032,1306.544
83e0-7600,4/9/12,14,1020,195.568
a89d-2f72,7/8/11,142,1032,1727.52
c18c-4749,4/15/12,7,1032,48.12
ddb4-a2b2,9/25/08,722,1032,8455.75837440822
e055-3e4c,10/17/09,201,1032,2070.856
428d-8252,6/7/11,90,1032,759.248
68ac-6ec9,12/12/10,14,1596,91.592
a274-87b7,8/20/09,183,1566,2031
ce56-8086,1/8/10,122,1048,1682.408
8f63-209f,9/20/09,42,1712,667.576
91d5-7a14,3/25/12,11,1020,187.496
a017-494a,12/14/11,20,1032,170.512
d709-18b9,8/24/09,114,1020,1398.512
036b-a4cc,8/6/11,115,4790,726.655655884726
24f6-4cb1,10/8/09,217,1032,2233.88
2f32-e605,9/27/11,283,1032,2107.01842915766
6a1c-28ab,2/14/08,378,1032,3986.84
735b-c466,10/31/09,76,1428,705.184
7a06-1e05,11/1/07,544,1032,10140.864
d0c5-2c3f,6/26/10,213,1042,1902.264
e996-ffe2,10/3/10,44,1708,544.152
fe88-e422,10/20/07,151,1032,1814.728
0b53-27ad,9/20/08,577,1032,4547.36726203341
16e5-ff7f,3/28/12,23,1032,181.12
672d-ca11,5/3/10,369,1020,6160.274701773
78c6-7a9a,12/11/08,262,1032,2634.89560941215
a3c8-c93d,9/8/07,106,1032,2347.64
0e73-9d92,7/25/09,518,1032,3840.512
196b-f265,8/4/08,81,1028,1045.64
2a8c-d738,5/1/12,13,1032,61.912
42d0-e3bc,9/25/10,88,1846,929.504
d725-eb26,12/10/10,59,1042,380.944
dc95-ebd8,10/7/11,19,1012,275.835462034156
42b7-df4b,3/22/09,426,1012,4371.74929066239
5710-3612,9/10/09,445,1032,4015.044416615
7acb-4e9e,12/18/10,17,1042,217.077287566316
9b17-69c3,10/23/10,51,1032,426.108066712366
a2fd-8b15,3/6/11,30,1032,222.472020537385
e463-6d59,5/8/09,610,1032,4095.52981094176
7a41-3592,10/8/10,220,1032,2651.64
9d97-90f0,5/19/08,770,1032,7676.488
a837-177f,2/20/09,235,1032,2004.00370505466
b352-3d58,12/10/08,234,1032,2224.07371639935
382a-2de6,5/22/09,1198,1426,12757.0870290202
3a60-eb11,12/2/08,370,1024,4811.30932876251
4719-540a,12/6/10,62,1032,453.96
6b61-f78a,12/27/08,147,1032,2028.92761665431
7af3-9d17,7/8/11,115,1032,947.368
8eb6-7acb,8/14/10,145,1032,1457.912
a31c-d106,1/2/11,33,1032,406.272
add7-4c39,3/10/10,27,1032,240.324449606254
bb3d-968f,6/6/09,669,1004,7545.904
3c6a-a51b,11/21/09,863,1032,7661.264
920c-e325,10/23/10,62,1032,650.692997397221
ca3a-900a,10/2/09,101,1032,824.528
cbd6-8b31,5/14/09,126,1032,1259.552
17e1-d755,11/16/08,452,1032,3696.424
452e-5247,8/26/11,97,1032,727.552
4859-d54f,4/27/08,398,1032,4411.28489076966
5233-802d,9/3/08,1052,1082,10682.3179912755
addc-ac09,10/30/10,187,1032,1455.44119701609
c471-0366,1/29/10,136,1024,2306.04
c7c9-ee62,3/18/10,29,1032,338.248
dd65-4100,3/3/10,25,1086,424.152
de96-3024,10/25/10,14,1090,195.816
fafd-e1d1,1/9/09,1227,1066,12489.768
1cb1-fc72,8/31/08,922,1032,7487.928
50dd-f4b7,11/5/10,71,1004,761.173539838216
7660-877a,1/17/08,310,1032,3809.552
98d6-917b,1/10/08,274,1032,4451.65678339484
a397-5df5,10/9/09,239,1032,3586.632
aafd-4ec2,12/2/09,121,1032,966.816
c6e0-5e61,5/9/10,67,1032,654.936
e3d6-034e,7/17/09,137,1032,1008.368
fabb-36d0,12/21/07,1002,1032,14859.0272125984
0a1b-8925,4/19/10,27,1636,420.264
3bea-64cf,6/29/08,180,1032,1502.8
49a1-81a0,5/3/09,355,1032,5729.64
8b3b-17c7,10/5/09,47,1070,568.346791032572
bc21-637a,5/19/10,18,1032,279.648946796534
c86a-0afe,8/8/09,53,1020,594.656
ce8b-64aa,6/30/09,378,1032,4721.2337646575
e542-ed3a,1/7/11,509,1636,3237.01465180562
f4c5-b1da,7/11/11,258,1032,3166.864
706a-e05b,8/7/08,72,1032,1097.06872347009
797e-8af8,5/4/11,27,1032,409.592
924e-ff1d,6/9/07,584,1032,6098.51730310467
09a7-2a49,8/10/11,16,1082,181.496
15da-5ab8,8/20/09,25,1048,224.2
1b1f-3e09,1/31/12,73,1032,591.56
2364-d781,1/7/10,84,1032,933.896
355f-a4dc,8/21/11,57,1042,435.330687658751
02b9-a2e7,3/25/10,148,1596,1530.30305128571
0f89-b11e,6/13/08,421,1032,4450.56
2545-ce43,10/12/08,775,1032,7884.4
40ae-cd4e,5/31/10,126,1032,1043.624
9c0e-cf28,1/30/10,612,1032,5444.8
d729-ad41,9/3/10,93,1684,1266.6
ed71-3954,11/15/09,332,1032,1984.376
0293-86fd,5/30/10,456,1024,2905.432
a32c-c31b,4/4/09,297,1032,2761.568
b713-5907,7/23/10,78,1032,710.48
e5d9-931c,6/12/08,863,1032,9473.816
eb58-eb5b,1/12/11,49,1032,390.192
4c58-867c,9/10/10,12,1040,180.168
5bc0-86cc,1/7/09,55,1112,739.36
5dd6-c1da,10/15/08,202,1032,1432.864
656b-9612,1/29/12,34,1032,274.256
7305-e54c,2/25/09,233,1066,1886.7292120392
7eca-a5a1,12/30/11,31,1032,474.84
b0b8-2b89,7/1/09,322,1032,2595.97791541951
d4dc-4f99,8/18/07,422,1032,4045.23558841914
fc98-6e39,11/6/09,40,1112,432.768
0197-7a88,4/22/07,504,1032,7212.96960791726
b9b5-44d8,5/19/07,411,1032,11950.5794444337
